strategy,seed,best_cost,feasible,time,timestamp
idID_short_tabu,101,0.00012324736501520745,True,1.1451566219329834,2025-11-12 22:14:02
idID_short_tabu,102,0.0001624910535147434,True,1.2346627712249756,2025-11-12 22:14:02
idID_short_tabu,103,0.00016112363018149205,True,0.5036389827728271,2025-11-12 22:14:02
idID_short_tabu,104,0.00012192932343621393,True,1.154759407043457,2025-11-12 22:14:02
idID_short_tabu,105,0.0001549648625512056,True,0.4536757469177246,2025-11-12 22:14:02
idID_medium_tabu,101,8.872838347762376e-05,True,0.17122673988342285,2025-11-12 22:14:02
idID_medium_tabu,102,0.00013699636411607736,True,0.12221503257751465,2025-11-12 22:14:02
idID_medium_tabu,103,0.00013953866261777101,True,0.11584830284118652,2025-11-12 22:14:02
idID_medium_tabu,104,0.00030552733264341123,True,0.32874393463134766,2025-11-12 22:14:02
idID_medium_tabu,105,9.657383930055169e-05,True,0.09344315528869629,2025-11-12 22:14:02
idID_long_tabu,101,0.00023838556232560508,True,0.14855694770812988,2025-11-12 22:14:02
idID_long_tabu,102,0.00033261197966108036,True,0.1262819766998291,2025-11-12 22:14:02
idID_long_tabu,103,0.00012452999204156016,True,0.1416945457458496,2025-11-12 22:14:02
idID_long_tabu,104,0.00017621220441650114,True,0.095123291015625,2025-11-12 22:14:02
idID_long_tabu,105,9.046127852972576e-05,True,0.37633514404296875,2025-11-12 22:14:02
TID_short_tabu,101,0.00013671065794145938,True,1.333806037902832,2025-11-12 22:14:02
TID_short_tabu,102,8.504563667205704e-05,True,4.907416582107544,2025-11-12 22:14:02
TID_short_tabu,103,8.809294694392765e-05,True,4.677360773086548,2025-11-12 22:14:02
TID_short_tabu,104,0.00013000740438365006,True,5.377800703048706,2025-11-12 22:14:02
TID_short_tabu,105,9.299092984987795e-05,True,1.5182745456695557,2025-11-12 22:14:02
TID_medium_tabu,101,9.732051240912114e-05,True,2.003206729888916,2025-11-12 22:14:02
TID_medium_tabu,102,6.835799372175118e-05,True,1.6884160041809082,2025-11-12 22:14:02
TID_medium_tabu,103,0.00022632181658811034,True,3.8678627014160156,2025-11-12 22:14:02
TID_medium_tabu,104,0.00010807939988328875,True,6.579630374908447,2025-11-12 22:14:02
TID_medium_tabu,105,0.00012708932815205887,True,1.7007615566253662,2025-11-12 22:14:02
TID_long_tabu,101,0.00011805772900627723,True,1.64461350440979,2025-11-12 22:14:02
TID_long_tabu,102,0.0001178320303729178,True,0.4324307441711426,2025-11-12 22:14:02
TID_long_tabu,103,6.969109773688637e-05,True,1.089911937713623,2025-11-12 22:14:02
TID_long_tabu,104,8.505829207198838e-05,True,1.0993645191192627,2025-11-12 22:14:02
TID_long_tabu,105,0.00018255910405000898,True,0.6774423122406006,2025-11-12 22:14:02
idID_TID_short_tabu,101,8.349504899271479e-05,True,4.366283655166626,2025-11-12 22:14:02
idID_TID_short_tabu,102,8.07129031576458e-05,True,4.169126987457275,2025-11-12 22:14:02
idID_TID_short_tabu,103,0.00011222694708064119,True,5.828144311904907,2025-11-12 22:14:02
idID_TID_short_tabu,104,0.00011569246083135035,True,0.8901400566101074,2025-11-12 22:14:02
idID_TID_short_tabu,105,7.397882759366816e-05,True,1.3600740432739258,2025-11-12 22:14:02
idID_TID_medium_tabu,101,0.0001534526497325831,True,0.5660245418548584,2025-11-12 22:14:02
idID_TID_medium_tabu,102,7.202578755696138e-05,True,0.5556085109710693,2025-11-12 22:14:02
idID_TID_medium_tabu,103,0.00024810070300386954,True,0.6764705181121826,2025-11-12 22:14:02
idID_TID_medium_tabu,104,0.00015822388529543178,True,0.5146286487579346,2025-11-12 22:14:02
idID_TID_medium_tabu,105,0.00010887846550682587,True,0.48215746879577637,2025-11-12 22:14:02
idID_TID_long_tabu,101,7.129668256262533e-05,True,0.24852848052978516,2025-11-12 22:14:02
idID_TID_long_tabu,102,7.353106525792048e-05,True,0.6700427532196045,2025-11-12 22:14:02
idID_TID_long_tabu,103,0.00016221447469079507,True,0.7389774322509766,2025-11-12 22:14:02
idID_TID_long_tabu,104,0.00019316715426931374,True,1.1312835216522217,2025-11-12 22:14:02
idID_TID_long_tabu,105,7.14629933230657e-05,True,0.7897839546203613,2025-11-12 22:14:02
