strategy,seed,best_cost,feasible,time,timestamp
idID_short_tabu,101,0.00015151575720288868,True,0.14146208763122559,2025-11-11 22:10:38
idID_short_tabu,102,7.413915523209376e-05,True,0.4749763011932373,2025-11-11 22:10:38
idID_short_tabu,103,8.463096187704204e-05,True,0.22466635704040527,2025-11-11 22:10:38
idID_short_tabu,104,0.00015057289971306498,True,0.22007250785827637,2025-11-11 22:10:38
idID_short_tabu,105,9.2126686057575e-05,True,0.2664046287536621,2025-11-11 22:10:38
idID_medium_tabu,101,0.0001525999078024934,True,0.026272296905517578,2025-11-11 22:10:38
idID_medium_tabu,102,8.280883187497445e-05,True,0.13514447212219238,2025-11-11 22:10:38
idID_medium_tabu,103,8.59250921758774e-05,True,0.044258832931518555,2025-11-11 22:10:38
idID_medium_tabu,104,0.0001764180613486327,True,0.07867860794067383,2025-11-11 22:10:38
idID_medium_tabu,105,0.00010842163773972798,True,0.09877395629882812,2025-11-11 22:10:38
idID_long_tabu,101,0.0001525999078024934,True,0.02731156349182129,2025-11-11 22:10:38
idID_long_tabu,102,8.314465418257638e-05,True,0.14080071449279785,2025-11-11 22:10:38
idID_long_tabu,103,8.59250921758774e-05,True,0.04709315299987793,2025-11-11 22:10:38
idID_long_tabu,104,0.00019693632656088913,True,0.06333732604980469,2025-11-11 22:10:38
idID_long_tabu,105,0.00018592860617982544,True,0.06047320365905762,2025-11-11 22:10:38
TID_short_tabu,101,0.00010296910646237029,True,0.6797118186950684,2025-11-11 22:10:38
TID_short_tabu,102,0.00011783592733038239,True,0.8937587738037109,2025-11-11 22:10:38
TID_short_tabu,103,8.084538961824151e-05,True,0.41140246391296387,2025-11-11 22:10:38
TID_short_tabu,104,8.325068582247965e-05,True,1.4548845291137695,2025-11-11 22:10:38
TID_short_tabu,105,7.213039326141019e-05,True,0.7284736633300781,2025-11-11 22:10:38
TID_medium_tabu,101,0.00014263157817593825,True,0.39702367782592773,2025-11-11 22:10:38
TID_medium_tabu,102,0.00019220900380080962,True,0.3964412212371826,2025-11-11 22:10:38
TID_medium_tabu,103,8.140739526740899e-05,True,0.3299849033355713,2025-11-11 22:10:38
TID_medium_tabu,104,8.896182880461447e-05,True,0.6590003967285156,2025-11-11 22:10:38
TID_medium_tabu,105,7.811823124604097e-05,True,0.5964570045471191,2025-11-11 22:10:38
TID_long_tabu,101,0.00014263157817593825,True,0.16128134727478027,2025-11-11 22:10:38
TID_long_tabu,102,0.00019579685790825613,True,0.10391783714294434,2025-11-11 22:10:38
TID_long_tabu,103,8.140739526740899e-05,True,0.11393332481384277,2025-11-11 22:10:38
TID_long_tabu,104,9.317309832879241e-05,True,0.3191049098968506,2025-11-11 22:10:38
TID_long_tabu,105,0.0001757811857140345,True,0.13906621932983398,2025-11-11 22:10:38
idID_TID_short_tabu,101,9.67039930754578e-05,True,0.4261455535888672,2025-11-11 22:10:38
idID_TID_short_tabu,102,6.566000308169171e-05,True,0.6504466533660889,2025-11-11 22:10:38
idID_TID_short_tabu,103,6.96904505550876e-05,True,0.5160446166992188,2025-11-11 22:10:38
idID_TID_short_tabu,104,6.898616983730892e-05,True,0.5655131340026855,2025-11-11 22:10:38
idID_TID_short_tabu,105,6.245377562273025e-05,True,0.8219788074493408,2025-11-11 22:10:38
idID_TID_medium_tabu,101,0.00010708088275905659,True,0.17712640762329102,2025-11-11 22:10:38
idID_TID_medium_tabu,102,0.00016270254641973964,True,0.14180588722229004,2025-11-11 22:10:38
idID_TID_medium_tabu,103,7.947887932112264e-05,True,0.1807854175567627,2025-11-11 22:10:38
idID_TID_medium_tabu,104,9.055645758918584e-05,True,0.13635683059692383,2025-11-11 22:10:38
idID_TID_medium_tabu,105,6.15511229899692e-05,True,0.15556979179382324,2025-11-11 22:10:38
idID_TID_long_tabu,101,0.0001381054644839931,True,0.06427884101867676,2025-11-11 22:10:38
idID_TID_long_tabu,102,0.00019063595185388394,True,0.06291508674621582,2025-11-11 22:10:38
idID_TID_long_tabu,103,7.947887932112264e-05,True,0.09538698196411133,2025-11-11 22:10:38
idID_TID_long_tabu,104,9.054944006132267e-05,True,0.1389479637145996,2025-11-11 22:10:38
idID_TID_long_tabu,105,0.00013459472565183493,True,0.09309196472167969,2025-11-11 22:10:38
