strategy,custo_medio,tempo_medio,viabilidade_media
idID_TID,4.7827390436536446e+23,0.1569265365600586,0.8
idID_TID_short_tabu,9.767238958082047e+24,0.1549548625946045,0.9
idID_TID_token_ring,0.00025333590638891275,0.04355020523071289,1.0
