strategy,custo_medio,tempo_medio,viabilidade_media
TID_long_tabu,6.840756958968439e-05,1.2610609531402588,1.0
TID_medium_tabu,7.063036778058198e-05,1.799195146560669,1.0
TID_short_tabu,6.436731497873454e-05,2.143461561203003,1.0
idID_TID_long_tabu,6.602902732977668e-05,1.5402714252471923,1.0
idID_TID_medium_tabu,6.955093410565738e-05,1.201761817932129,1.0
idID_TID_short_tabu,6.956246848426396e-05,1.7767049312591552,1.0
idID_long_tabu,0.00017057469587261997,0.16759901046752929,1.0
idID_medium_tabu,0.00011622682607112114,0.2753504753112793,1.0
idID_short_tabu,0.00017657975999137143,1.4588756084442138,1.0
