strategy,custo_medio,tempo_medio,viabilidade_media
TID_long_tabu,0.00018807343412842868,0.18111190795898438,1.0
TID_medium_tabu,0.00018790819890303153,0.3456362247467041,1.0
TID_short_tabu,0.00017487024040871286,0.6124361515045166,1.0
idID_TID_long_tabu,0.00017649895704458253,0.07637443542480468,1.0
idID_TID_medium_tabu,0.00019554419501874353,0.1269608497619629,1.0
idID_TID_short_tabu,0.00011816628525716391,0.27437734603881836,1.0
idID_long_tabu,0.0002543870259756437,0.051472043991088866,1.0
idID_medium_tabu,0.00024860623850936505,0.04860291481018066,1.0
idID_short_tabu,0.0002487053889771833,0.15556740760803223,1.0
