strategy,seed,best_cost,feasible,time,timestamp
idID_short_tabu,101,9.194023238352457e+58,False,1.0544929504394531,2025-11-12 23:06:34
idID_short_tabu,102,0.00016588238489207482,True,0.6384761333465576,2025-11-12 23:06:34
idID_short_tabu,103,0.00010651632213627753,True,0.5591611862182617,2025-11-12 23:06:34
idID_short_tabu,104,0.0001636930680374572,True,0.6872208118438721,2025-11-12 23:06:34
idID_short_tabu,105,0.00014710227980915298,True,1.0360114574432373,2025-11-12 23:06:34
idID_medium_tabu,101,0.00013188834283542737,True,0.05993485450744629,2025-11-12 23:06:34
idID_medium_tabu,102,0.00010329748219877726,True,0.046930551528930664,2025-11-12 23:06:34
idID_medium_tabu,103,260.8115748541527,False,0.05668520927429199,2025-11-12 23:06:34
idID_medium_tabu,104,0.00016857500743954292,True,0.06565618515014648,2025-11-12 23:06:34
idID_medium_tabu,105,0.00022762680484978988,True,0.07821130752563477,2025-11-12 23:06:34
idID_long_tabu,101,8.82204767817665e-05,True,0.0991353988647461,2025-11-12 23:06:34
idID_long_tabu,102,0.0001655074455001454,True,0.14784002304077148,2025-11-12 23:06:34
idID_long_tabu,103,0.00026209025527509716,True,0.06037616729736328,2025-11-12 23:06:34
idID_long_tabu,104,0.00028658685338813454,True,0.05478167533874512,2025-11-12 23:06:34
idID_long_tabu,105,75.56009165086364,False,0.0634622573852539,2025-11-12 23:06:34
TID_short_tabu,101,6.353793385337092e-05,True,1.0235440731048584,2025-11-12 23:06:34
TID_short_tabu,102,6.874104831485427e-05,True,0.8185710906982422,2025-11-12 23:06:34
TID_short_tabu,103,6.198861707247929e-05,True,3.128786563873291,2025-11-12 23:06:34
TID_short_tabu,104,7.506805872701608e-05,True,2.8907883167266846,2025-11-12 23:06:34
TID_short_tabu,105,6.759730417574099e-05,True,2.97216796875,2025-11-12 23:06:34
TID_medium_tabu,101,6.309780122759714e-05,True,1.4270248413085938,2025-11-12 23:06:34
TID_medium_tabu,102,6.549664359444104e-05,True,0.9766392707824707,2025-11-12 23:06:34
TID_medium_tabu,103,6.781611599650475e-05,True,3.224921464920044,2025-11-12 23:06:34
TID_medium_tabu,104,6.80466495827154e-05,True,2.393052101135254,2025-11-12 23:06:34
TID_medium_tabu,105,7.72610727639109e-05,True,2.3614041805267334,2025-11-12 23:06:34
TID_long_tabu,101,6.7089052213891e-05,True,0.9390249252319336,2025-11-12 23:06:34
TID_long_tabu,102,6.928170920879265e-05,True,0.24922871589660645,2025-11-12 23:06:34
TID_long_tabu,103,8.14468789961616e-05,True,1.2007195949554443,2025-11-12 23:06:34
TID_long_tabu,104,7.677957762384912e-05,True,4.033017635345459,2025-11-12 23:06:34
TID_long_tabu,105,6.445649072470689e-05,True,0.9156956672668457,2025-11-12 23:06:34
idID_TID_short_tabu,101,6.635403201183525e-05,True,0.9614338874816895,2025-11-12 23:06:34
idID_TID_short_tabu,102,6.750307523459473e-05,True,0.8206546306610107,2025-11-12 23:06:34
idID_TID_short_tabu,103,6.29459527779592e-05,True,2.7197391986846924,2025-11-12 23:06:34
idID_TID_short_tabu,104,6.700769521549547e-05,True,0.5374886989593506,2025-11-12 23:06:34
idID_TID_short_tabu,105,6.549289461827405e-05,True,2.275322675704956,2025-11-12 23:06:34
idID_TID_medium_tabu,101,8.453729978597055e-05,True,0.7327003479003906,2025-11-12 23:06:34
idID_TID_medium_tabu,102,6.96617192216924e-05,True,1.3040540218353271,2025-11-12 23:06:34
idID_TID_medium_tabu,103,6.413513348910048e-05,True,1.3757944107055664,2025-11-12 23:06:34
idID_TID_medium_tabu,104,6.511892520660702e-05,True,1.4855220317840576,2025-11-12 23:06:34
idID_TID_medium_tabu,105,8.222256228471277e-05,True,1.3466556072235107,2025-11-12 23:06:34
idID_TID_long_tabu,101,6.530715113862828e-05,True,1.4583663940429688,2025-11-12 23:06:34
idID_TID_long_tabu,102,7.48597548505526e-05,True,1.2284669876098633,2025-11-12 23:06:34
idID_TID_long_tabu,103,6.27274755313829e-05,True,1.7507164478302002,2025-11-12 23:06:34
idID_TID_long_tabu,104,6.613940964217225e-05,True,1.365422010421753,2025-11-12 23:06:34
idID_TID_long_tabu,105,6.206760185960012e-05,True,1.8497169017791748,2025-11-12 23:06:34
