strategy,run,variance,std_dev,return,sharpe,n_assets,is_feasible,time_sec,iterations,pct_feasible_iters,final_cost,tabu_min,tabu_max,K,H,step_size,use_idID,use_TID,data_type,market,n_assets_available
idID_TID_long_tabu,9,0.20881852038776488,0.45696665128624525,0.0011867329052870838,0.0025969792367708487,14,True,98.28783655166626,297,1.0,0.20881852038776488,15,35,20,1,0.3,True,True,synthetic,synthetic,
idID_TID_long_tabu,10,0.20881843547282147,0.4569665583747037,0.0011864071360716106,0.0025962668697055505,14,True,77.65853548049927,224,1.0,0.20881843547282147,15,35,20,1,0.3,True,True,synthetic,synthetic,
idID_TID_aggressive_penalty,1,0.2088186741296219,0.4569668195062109,0.0011877086235044377,0.002599113486593735,14,True,99.49271726608276,242,1.0,0.2088186741296219,10,25,10,1,0.3,True,True,synthetic,synthetic,
idID_TID_aggressive_penalty,2,0.2088186575729798,0.45696680139040713,0.0011863629556143516,0.0025961688070219105,14,True,78.93819570541382,215,1.0,0.2088186575729798,10,25,10,1,0.3,True,True,synthetic,synthetic,
idID_TID_aggressive_penalty,3,0.20881858679181436,0.45696672394367444,0.0011826035951702926,0.00258794247634552,14,True,63.16931104660034,200,1.0,0.20881858679181436,10,25,10,1,0.3,True,True,synthetic,synthetic,
idID_TID_aggressive_penalty,4,0.20881876130709034,0.4569669148932889,0.0011863493617842015,0.002596138414224667,14,True,78.7902615070343,222,1.0,0.20881876130709034,10,25,10,1,0.3,True,True,synthetic,synthetic,
idID_TID_aggressive_penalty,5,0.20881848378360235,0.456966611235003,0.0011855294210579195,0.002594345827267105,14,True,85.03309750556946,210,1.0,0.20881848378360235,10,25,10,1,0.3,True,True,synthetic,synthetic,
idID_TID_aggressive_penalty,6,0.20881818089960602,0.4569662798277418,0.0011869089757766506,0.002597366650826114,14,True,118.52757692337036,284,1.0,0.20881818089960602,10,25,10,1,0.3,True,True,synthetic,synthetic,
idID_TID_aggressive_penalty,7,0.20881842468131367,0.4569665465669382,0.0011850903215416015,0.0025933852936169035,14,True,83.4225823879242,203,1.0,0.20881842468131367,10,25,10,1,0.3,True,True,synthetic,synthetic,
idID_TID_aggressive_penalty,8,0.20881835812146515,0.45696647373900984,0.001186659057751257,0.0025968186419492146,14,True,121.50661063194275,297,1.0,0.20881835812146515,10,25,10,1,0.3,True,True,synthetic,synthetic,
idID_TID_aggressive_penalty,9,0.20881887690024853,0.4569670413719665,0.0011853666638522722,0.002593987216875442,14,True,95.59239363670349,236,1.0,0.20881887690024853,10,25,10,1,0.3,True,True,synthetic,synthetic,
idID_TID_aggressive_penalty,10,0.20881821830942365,0.45696632076053884,0.0011856266289337178,0.002594560200761522,14,True,106.0509946346283,251,1.0,0.20881821830942365,10,25,10,1,0.3,True,True,synthetic,synthetic,
idID_TID_conservative_penalty,1,0.20881870662476287,0.4569668550614616,0.001186830082748978,0.0025971907362720005,14,True,22322.9677298069,188,1.0,0.20881870662476287,10,25,30,3,0.3,True,True,synthetic,synthetic,
idID_TID_conservative_penalty,2,0.20881825362030898,0.4569663593967383,0.0011863037772009899,0.002596041815347376,14,True,53.3766303062439,202,1.0,0.20881825362030898,10,25,30,3,0.3,True,True,synthetic,synthetic,
idID_TID_conservative_penalty,3,0.2088187615759322,0.4569669151874479,0.0011881648624888336,0.0026001113494211023,14,True,87.44033408164978,235,1.0,0.2088187615759322,10,25,30,3,0.3,True,True,synthetic,synthetic,
idID_TID_conservative_penalty,4,0.20881866688445228,0.4569668115787538,0.0011877392580256032,0.0025991805705148194,14,True,133.07704734802246,311,1.0,0.20881866688445228,10,25,30,3,0.3,True,True,synthetic,synthetic,
idID_TID_conservative_penalty,5,0.20881851562020748,0.4569666460697186,0.0011865187823428074,0.00259651069185864,14,True,99.94510006904602,253,1.0,0.20881851562020748,10,25,30,3,0.3,True,True,synthetic,synthetic,
idID_TID_conservative_penalty,6,0.20881880030478395,0.4569669575634369,0.0011866904138060205,0.0025968845102794596,14,True,75.12858605384827,188,1.0,0.20881880030478395,10,25,30,3,0.3,True,True,synthetic,synthetic,
idID_TID_conservative_penalty,7,0.20881852625418101,0.456966657705112,0.0011863021243679684,0.0025960365036818687,14,True,104.63860487937927,244,1.0,0.20881852625418101,10,25,30,3,0.3,True,True,synthetic,synthetic,
idID_TID_conservative_penalty,8,0.2088186543543688,0.45696679786869504,0.00118411262637079,0.0025912443352416894,14,True,96.79451084136963,237,1.0,0.2088186543543688,10,25,30,3,0.3,True,True,synthetic,synthetic,
idID_TID_conservative_penalty,9,0.20881841832808035,0.4569665396154081,0.0011851182732604635,0.0025934465010455294,14,True,141.98458075523376,317,1.0,0.20881841832808035,10,25,30,3,0.3,True,True,synthetic,synthetic,
idID_TID_conservative_penalty,10,0.20881806596577832,0.456966154070275,0.001185106984101252,0.0025934239845671354,14,True,118.46724915504456,279,1.0,0.20881806596577832,10,25,30,3,0.3,True,True,synthetic,synthetic,
idID_TID_large_step,1,0.20882125475091873,0.45696964313936517,0.0011892754745751843,0.0026025262124742122,14,True,91.048344373703,207,1.0,0.20882125475091873,10,25,20,1,0.5,True,True,synthetic,synthetic,
idID_TID_large_step,2,0.20882347414973862,0.4569720715205018,0.0011893469642881688,0.0026026688246631926,14,True,68.79433846473694,162,1.0,0.20882347414973862,10,25,20,1,0.5,True,True,synthetic,synthetic,
idID_TID_large_step,3,0.2088211843123531,0.45696956606797473,0.0011855101768122249,0.002594286939090992,14,True,134.44318151474,301,1.0,0.2088211843123531,10,25,20,1,0.5,True,True,synthetic,synthetic,
idID_TID_large_step,4,0.20882102274404316,0.4569693892855879,0.0011830371576803844,0.0025888761598012264,14,True,93.95401191711426,212,1.0,0.20882102274404316,10,25,20,1,0.5,True,True,synthetic,synthetic,
idID_TID_large_step,5,0.20882223538651107,0.4569707161148415,0.001188316441272981,0.0026004214260730543,14,True,96.73467993736267,233,1.0,0.20882223538651107,10,25,20,1,0.5,True,True,synthetic,synthetic,
idID_TID_large_step,6,0.20882360852212936,0.45697221854520803,0.0011941361263091371,0.002613148191176094,14,True,76.40134644508362,190,1.0,0.20882360852212936,10,25,20,1,0.5,True,True,synthetic,synthetic,
idID_TID_large_step,7,0.2088223884462764,0.4569708835869922,0.001188766644426313,0.002601405663080963,14,True,564.0640318393707,216,1.0,0.2088223884462764,10,25,20,1,0.5,True,True,synthetic,synthetic,
idID_TID_large_step,8,0.20882052724289354,0.4569688471251553,0.0011894301904423984,0.002602869315764616,14,True,100.42459297180176,305,1.0,0.20882052724289354,10,25,20,1,0.5,True,True,synthetic,synthetic,
idID_TID_large_step,9,0.20881995017839997,0.456968215720087,0.0011881210364540044,0.002600008043407948,14,True,103.03657150268555,252,1.0,0.20881995017839997,10,25,20,1,0.5,True,True,synthetic,synthetic,
idID_TID_large_step,10,0.20882285040510612,0.4569713890443319,0.0011921863582938052,0.002608886216677667,14,True,80.96655321121216,194,1.0,0.20882285040510612,10,25,20,1,0.5,True,True,synthetic,synthetic,
idID_TID_small_step,1,0.2088183984504757,0.4569665178658888,0.0011866902631924247,0.0025968866794321595,14,True,80.19688701629639,245,1.0,0.2088183984504757,10,25,20,1,0.15,True,True,synthetic,synthetic,
idID_TID_small_step,2,0.20881847837279718,0.4569666053146523,0.0011831096336435021,0.0025890505342920003,14,True,75.61635255813599,229,1.0,0.20881847837279718,10,25,20,1,0.15,True,True,synthetic,synthetic,
idID_TID_small_step,3,0.20881806653103643,0.45696615468876517,0.0011853927307469668,0.0025940492935506904,14,True,138.91282296180725,406,1.0,0.20881806653103643,10,25,20,1,0.15,True,True,synthetic,synthetic,
idID_TID_small_step,4,0.2088181951604961,0.45696629543161726,0.001186308503462773,0.0025960525214278047,14,True,139.2914593219757,407,1.0,0.2088181951604961,10,25,20,1,0.15,True,True,synthetic,synthetic,
idID_TID_small_step,5,0.20881813812670158,0.45696623302679773,0.0011859543559365744,0.0025952778788077913,14,True,71.84805345535278,247,1.0,0.20881813812670158,10,25,20,1,0.15,True,True,synthetic,synthetic,
idID_TID_small_step,6,0.20881825983596344,0.4569663661977361,0.0011850116844019667,0.0025932142320715013,14,True,89.35344791412354,249,1.0,0.20881825983596344,10,25,20,1,0.15,True,True,synthetic,synthetic,
idID_TID_small_step,7,0.20881819624659423,0.45696629661999605,0.0011854610591176104,0.0025941980139148335,14,True,153.59139275550842,414,1.0,0.20881819624659423,10,25,20,1,0.15,True,True,synthetic,synthetic,
idID_TID_small_step,8,0.20881816886522592,0.4569662666600522,0.0011860706870653332,0.002595532260475758,14,True,96.73960781097412,324,1.0,0.20881816886522592,10,25,20,1,0.15,True,True,synthetic,synthetic,
idID_TID_small_step,9,0.20881823937713276,0.45696634381224704,0.0011854118450681178,0.0025940900486867494,14,True,76.79706954956055,274,1.0,0.20881823937713276,10,25,20,1,0.15,True,True,synthetic,synthetic,
idID_TID_small_step,10,0.20881828598678137,0.45696639481123924,0.0011868700562595656,0.0025972808279476007,14,True,98.22457313537598,309,1.0,0.20881828598678137,10,25,20,1,0.15,True,True,synthetic,synthetic,
idID_TID,1,3.852728885522542e-05,0.006207035432090381,0.0006723669973731185,0.10832337026738727,10,True,4.157674551010132,216,1.0,3.852728885522542e-05,10,25,20,1,0.3,True,True,real,sp500,30.0
idID_TID,2,3.856278584277957e-05,0.00620989418933846,0.0006853964245597969,0.11037167521091244,10,True,3.3514952659606934,169,1.0,3.856278584277957e-05,10,25,20,1,0.3,True,True,real,sp500,30.0
idID_TID,3,3.853292081558247e-05,0.00620748909105626,0.0006650551058907118,0.10713753921032614,10,True,3.54067063331604,172,1.0,3.853292081558247e-05,10,25,20,1,0.3,True,True,real,sp500,30.0
idID_TID,4,3.854052544111188e-05,0.00620810159719635,0.0006680004565664026,0.10760140537456399,10,True,3.623300790786743,185,1.0,3.854052544111188e-05,10,25,20,1,0.3,True,True,real,sp500,30.0
